episode,seed,n_sources,cleared,clear_ratio,virtual_time_s,avg_time_s,n_measure,n_clear,ga_runs,localize_rms_deg,n_located,localize_err_mean_m,localize_err_max_m
1,0,,14,,5008.065882,357.71899157142855,158,20,16,0.12521378088018187,0,,
