episode,channel,x_m,y_m,outcome,theta_deg,stage
6,10,-314.31,-931.09,no_signal,,sweep
6,10,-902.87,-372.0,no_signal,,sweep
6,10,-878.56,438.35,no_signal,,sweep
6,10,-234.57,967.4,no_signal,,sweep
6,10,0.0,1850.0,no_signal,,sweep
6,10,-925.0,1602.15,no_signal,,sweep
6,10,-1602.15,925.0,no_signal,,sweep
6,10,-1850.0,0.0,no_signal,,sweep
6,10,-1602.15,-925.0,no_signal,,sweep
6,10,-925.0,-1602.15,no_signal,,sweep
6,10,-0.0,-1850.0,no_signal,,sweep
6,10,925.0,-1602.15,no_signal,,sweep
6,10,1602.15,-925.0,no_signal,,sweep
6,10,1850.0,0.0,no_signal,,sweep
6,10,1602.15,925.0,no_signal,,sweep
6,10,856.23,898.93,no_signal,,sweep
6,10,925.0,1602.15,no_signal,,sweep
6,11,0.0,0.0,direction,244.74,sweep
6,11,508.27,-848.27,no_signal,,sweep
6,11,-314.31,-931.09,no_signal,,sweep
6,11,-902.87,-372.0,direction,18.13,sweep
6,11,-878.56,438.35,direction,328.06,sweep
6,12,0.0,0.0,no_signal,,sweep
6,12,961.27,-166.95,no_signal,,sweep
6,12,508.27,-848.27,no_signal,,sweep
6,12,-314.31,-931.09,no_signal,,sweep
6,12,-902.87,-372.0,no_signal,,sweep
6,12,-878.56,438.35,no_signal,,sweep
6,12,-234.57,967.4,no_signal,,sweep
6,12,0.0,1850.0,no_signal,,sweep
6,12,-925.0,1602.15,no_signal,,sweep
6,12,-1602.15,925.0,direction,271.79,sweep
6,12,-1850.0,0.0,direction,36.38,sweep
6,12,-1602.15,-925.0,no_signal,,sweep
6,13,0.0,0.0,direction,21.08,sweep
6,13,961.27,-166.95,direction,57.11,sweep
6,13,1850.0,0.0,direction,132.04,sweep
6,14,0.0,0.0,no_signal,,sweep
6,14,961.27,-166.95,no_signal,,sweep
6,14,508.27,-848.27,no_signal,,sweep
6,14,-314.31,-931.09,no_signal,,sweep
6,14,-902.87,-372.0,no_signal,,sweep
6,14,-878.56,438.35,no_signal,,sweep
6,14,-234.57,967.4,no_signal,,sweep
6,14,0.0,1850.0,no_signal,,sweep
6,14,-925.0,1602.15,no_signal,,sweep
6,14,-1602.15,925.0,no_signal,,sweep
6,14,-1850.0,0.0,no_signal,,sweep
6,14,-1602.15,-925.0,no_signal,,sweep
6,14,-925.0,-1602.15,no_signal,,sweep
6,14,-0.0,-1850.0,no_signal,,sweep
6,14,925.0,-1602.15,no_signal,,sweep
6,14,1602.15,-925.0,no_signal,,sweep
6,14,1850.0,0.0,no_signal,,sweep
6,14,1602.15,925.0,no_signal,,sweep
6,14,856.23,898.93,no_signal,,sweep
6,14,925.0,1602.15,no_signal,,sweep
6,15,0.0,0.0,direction,270.77,sweep
6,15,961.27,-166.95,direction,186.08,sweep
6,16,0.0,0.0,no_signal,,sweep
6,16,961.27,-166.95,no_signal,,sweep
6,16,508.27,-848.27,no_signal,,sweep
6,16,-314.31,-931.09,no_signal,,sweep
6,16,-902.87,-372.0,no_signal,,sweep
6,16,-878.56,438.35,no_signal,,sweep
6,16,-234.57,967.4,no_signal,,sweep
6,16,0.0,1850.0,no_signal,,sweep
6,16,-925.0,1602.15,no_signal,,sweep
6,16,-1602.15,925.0,no_signal,,sweep
6,16,-1850.0,0.0,no_signal,,sweep
6,16,-1602.15,-925.0,no_signal,,sweep
6,16,-925.0,-1602.15,no_signal,,sweep
6,16,-0.0,-1850.0,no_signal,,sweep
6,16,925.0,-1602.15,no_signal,,sweep
6,16,1602.15,-925.0,no_signal,,sweep
6,16,1850.0,0.0,no_signal,,sweep
6,16,1602.15,925.0,no_signal,,sweep
6,16,856.23,898.93,no_signal,,sweep
6,16,925.0,1602.15,no_signal,,sweep
6,17,0.0,0.0,no_signal,,sweep
6,17,961.27,-166.95,no_signal,,sweep
6,17,508.27,-848.27,no_signal,,sweep
6,17,-314.31,-931.09,no_signal,,sweep
6,17,-902.87,-372.0,no_signal,,sweep
6,17,-878.56,438.35,direction,103.70,sweep
6,17,-234.57,967.4,direction,165.88,sweep
6,17,-925.0,1602.15,direction,254.23,sweep
6,18,0.0,0.0,direction,17.57,sweep
6,18,961.27,-166.95,direction,164.48,sweep
6,18,508.27,-848.27,direction,111.54,sweep
6,19,0.0,0.0,no_signal,,sweep
6,19,961.27,-166.95,no_signal,,sweep
6,19,508.27,-848.27,no_signal,,sweep
6,19,-314.31,-931.09,no_signal,,sweep
6,19,-902.87,-372.0,no_signal,,sweep
6,19,-878.56,438.35,no_signal,,sweep
6,19,-234.57,967.4,no_signal,,sweep
6,19,0.0,1850.0,no_signal,,sweep
6,19,-925.0,1602.15,no_signal,,sweep
6,19,-1602.15,925.0,no_signal,,sweep
6,19,-1850.0,0.0,no_signal,,sweep
6,19,-1602.15,-925.0,no_signal,,sweep
6,19,-925.0,-1602.15,no_signal,,sweep
6,19,-0.0,-1850.0,no_signal,,sweep
6,19,925.0,-1602.15,no_signal,,sweep
6,19,1602.15,-925.0,no_signal,,sweep
6,19,1850.0,0.0,no_signal,,sweep
6,19,1602.15,925.0,no_signal,,sweep
6,19,856.23,898.93,no_signal,,sweep
6,19,925.0,1602.15,no_signal,,sweep
6,20,0.0,0.0,no_signal,,sweep
6,20,961.27,-166.95,no_signal,,sweep
6,20,508.27,-848.27,no_signal,,sweep
6,20,-314.31,-931.09,no_signal,,sweep
6,20,-902.87,-372.0,no_signal,,sweep
6,20,-878.56,438.35,no_signal,,sweep
6,20,-234.57,967.4,no_signal,,sweep
6,20,0.0,1850.0,no_signal,,sweep
6,20,-925.0,1602.15,no_signal,,sweep
6,20,-1602.15,925.0,no_signal,,sweep
6,20,-1850.0,0.0,no_signal,,sweep
6,20,-1602.15,-925.0,no_signal,,sweep
6,20,-925.0,-1602.15,no_signal,,sweep
6,20,-0.0,-1850.0,no_signal,,sweep
6,20,925.0,-1602.15,no_signal,,sweep
6,20,1602.15,-925.0,no_signal,,sweep
6,20,1850.0,0.0,no_signal,,sweep
6,20,1602.15,925.0,no_signal,,sweep
6,20,856.23,898.93,no_signal,,sweep
6,20,925.0,1602.15,no_signal,,sweep
7,1,0.0,0.0,no_signal,,sweep
7,1,961.27,-166.95,no_signal,,sweep
7,1,508.27,-848.27,no_signal,,sweep
7,1,-314.31,-931.09,no_signal,,sweep
7,1,-902.87,-372.0,no_signal,,sweep
7,1,-878.56,438.35,no_signal,,sweep
7,1,-234.57,967.4,no_signal,,sweep
7,1,0.0,1850.0,no_signal,,sweep
7,1,-925.0,1602.15,no_signal,,sweep
7,1,-1602.15,925.0,no_signal,,sweep
7,1,-1850.0,0.0,no_signal,,sweep
7,1,-1602.15,-925.0,no_signal,,sweep
7,1,-925.0,-1602.15,no_signal,,sweep
7,1,-0.0,-1850.0,direction,82.55,sweep
7,1,925.0,-1602.15,direction,172.47,sweep
7,2,0.0,0.0,no_signal,,sweep
7,2,961.27,-166.95,direction,143.62,sweep
7,2,508.27,-848.27,direction,89.22,sweep
7,2,-234.57,967.4,no_signal,,sweep
7,2,856.23,898.93,no_signal,,sweep
7,3,0.0,0.0,no_signal,,sweep
7,3,961.27,-166.95,no_signal,,sweep
7,3,508.27,-848.27,no_signal,,sweep
7,3,-314.31,-931.09,no_signal,,sweep
7,3,-902.87,-372.0,no_signal,,sweep
7,3,-878.56,438.35,direction,199.87,sweep
7,3,-1602.15,925.0,direction,263.74,sweep
7,3,-1850.0,0.0,no_signal,,sweep
7,3,-1602.15,-925.0,no_signal,,sweep
7,4,0.0,0.0,direction,348.76,sweep
7,4,961.27,-166.95,direction,347.21,sweep
7,4,508.27,-848.27,direction,36.61,sweep
7,4,1602.15,-925.0,direction,113.31,sweep
7,5,0.0,0.0,no_signal,,sweep
7,5,961.27,-166.95,no_signal,,sweep
7,5,508.27,-848.27,no_signal,,sweep
7,5,-314.31,-931.09,no_signal,,sweep
7,5,-902.87,-372.0,no_signal,,sweep
7,5,-878.56,438.35,no_signal,,sweep
7,5,-234.57,967.4,no_signal,,sweep
7,5,0.0,1850.0,no_signal,,sweep
7,5,-925.0,1602.15,no_signal,,sweep
7,5,-1602.15,925.0,no_signal,,sweep
7,5,-1850.0,0.0,no_signal,,sweep
7,5,-1602.15,-925.0,no_signal,,sweep
7,5,-925.0,-1602.15,no_signal,,sweep
7,5,-0.0,-1850.0,no_signal,,sweep
7,5,925.0,-1602.15,no_signal,,sweep
7,5,1602.15,-925.0,no_signal,,sweep
7,5,1850.0,0.0,no_signal,,sweep
7,5,1602.15,925.0,no_signal,,sweep
7,5,856.23,898.93,no_signal,,sweep
7,5,925.0,1602.15,no_signal,,sweep
7,6,0.0,0.0,direction,329.38,sweep
7,6,961.27,-166.95,direction,285.55,sweep
7,6,508.27,-848.27,no_signal,,sweep
7,6,925.0,-1602.15,no_signal,,sweep
7,6,1602.15,-925.0,no_signal,,sweep
7,6,1850.0,0.0,direction,218.91,sweep
7,7,0.0,0.0,no_signal,,sweep
7,7,961.27,-166.95,no_signal,,sweep
7,7,508.27,-848.27,no_signal,,sweep
7,7,-314.31,-931.09,no_signal,,sweep
7,7,-902.87,-372.0,no_signal,,sweep
7,7,-878.56,438.35,no_signal,,sweep
7,7,-234.57,967.4,no_signal,,sweep
7,7,0.0,1850.0,no_signal,,sweep
7,7,-925.0,1602.15,no_signal,,sweep
7,7,-1602.15,925.0,no_signal,,sweep
7,7,-1850.0,0.0,no_signal,,sweep
7,7,-1602.15,-925.0,no_signal,,sweep
7,7,-925.0,-1602.15,no_signal,,sweep
7,7,-0.0,-1850.0,no_signal,,sweep
7,7,925.0,-1602.15,no_signal,,sweep
7,7,1602.15,-925.0,no_signal,,sweep
7,7,1850.0,0.0,no_signal,,sweep
7,7,1602.15,925.0,no_signal,,sweep
7,7,856.23,898.93,no_signal,,sweep
7,7,925.0,1602.15,no_signal,,sweep
7,8,0.0,0.0,no_signal,,sweep
7,8,961.27,-166.95,no_signal,,sweep
7,8,508.27,-848.27,no_signal,,sweep
7,8,-314.31,-931.09,no_signal,,sweep
7,8,-902.87,-372.0,no_signal,,sweep
7,8,-878.56,438.35,direction,72.36,sweep
7,8,-234.57,967.4,no_signal,,sweep
7,8,0.0,1850.0,no_signal,,sweep
7,8,-925.0,1602.15,direction,286.90,sweep
7,8,-1602.15,925.0,direction,358.95,sweep
7,9,0.0,0.0,no_signal,,sweep
7,9,961.27,-166.95,no_signal,,sweep
7,9,508.27,-848.27,no_signal,,sweep
7,9,-314.31,-931.09,no_signal,,sweep
7,9,-902.87,-372.0,no_signal,,sweep
7,9,-878.56,438.35,no_signal,,sweep
7,9,-234.57,967.4,no_signal,,sweep
7,9,0.0,1850.0,direction,315.09,sweep
7,9,1602.15,925.0,no_signal,,sweep
7,9,856.23,898.93,no_signal,,sweep
7,9,925.0,1602.15,direction,205.66,sweep
7,10,0.0,0.0,no_signal,,sweep
7,10,961.27,-166.95,no_signal,,sweep
7,10,508.27,-848.27,no_signal,,sweep
7,10,-314.31,-931.09,no_signal,,sweep
7,10,-902.87,-372.0,no_signal,,sweep
7,10,-878.56,438.35,direction,109.71,sweep
7,10,-234.57,967.4,no_signal,,sweep
7,10,-925.0,1602.15,no_signal,,sweep
7,10,-1602.15,925.0,direction,11.67,sweep
7,11,0.0,0.0,no_signal,,sweep
7,11,961.27,-166.95,direction,280.86,sweep
7,11,508.27,-848.27,direction,335.61,sweep
7,11,925.0,-1602.15,no_signal,,sweep
7,11,1602.15,-925.0,direction,205.24,sweep
7,12,0.0,0.0,no_signal,,sweep
7,12,961.27,-166.95,no_signal,,sweep
7,12,508.27,-848.27,no_signal,,sweep
7,12,-314.31,-931.09,direction,109.29,sweep
7,12,-902.87,-372.0,direction,335.27,sweep
7,13,0.0,0.0,no_signal,,sweep
7,13,961.27,-166.95,no_signal,,sweep
7,13,508.27,-848.27,no_signal,,sweep
7,13,-314.31,-931.09,no_signal,,sweep
7,13,-902.87,-372.0,no_signal,,sweep
7,13,-878.56,438.35,no_signal,,sweep
7,13,-234.57,967.4,no_signal,,sweep
7,13,0.0,1850.0,no_signal,,sweep
7,13,-925.0,1602.15,no_signal,,sweep
7,13,-1602.15,925.0,no_signal,,sweep
7,13,-1850.0,0.0,no_signal,,sweep
7,13,-1602.15,-925.0,no_signal,,sweep
7,13,-925.0,-1602.15,no_signal,,sweep
7,13,-0.0,-1850.0,no_signal,,sweep
7,13,925.0,-1602.15,no_signal,,sweep
7,13,1602.15,-925.0,no_signal,,sweep
7,13,1850.0,0.0,no_signal,,sweep
7,13,1602.15,925.0,no_signal,,sweep
7,13,856.23,898.93,no_signal,,sweep
7,13,925.0,1602.15,no_signal,,sweep
7,14,0.0,0.0,no_signal,,sweep
7,14,961.27,-166.95,no_signal,,sweep
7,14,508.27,-848.27,no_signal,,sweep
7,14,-314.31,-931.09,no_signal,,sweep
7,14,-902.87,-372.0,no_signal,,sweep
7,14,-878.56,438.35,no_signal,,sweep
7,14,-234.57,967.4,no_signal,,sweep
7,14,0.0,1850.0,no_signal,,sweep
7,14,-925.0,1602.15,direction,264.34,sweep
7,14,-1602.15,925.0,direction,6.26,sweep
7,15,0.0,0.0,no_signal,,sweep
7,15,961.27,-166.95,no_signal,,sweep
7,15,508.27,-848.27,no_signal,,sweep
7,15,-314.31,-931.09,no_signal,,sweep
7,15,-902.87,-372.0,no_signal,,sweep
7,15,-878.56,438.35,no_signal,,sweep
7,15,-234.57,967.4,no_signal,,sweep
7,15,0.0,1850.0,no_signal,,sweep
7,15,-925.0,1602.15,no_signal,,sweep
7,15,-1602.15,925.0,no_signal,,sweep
7,15,-1850.0,0.0,direction,15.29,sweep
7,15,468.61,1383.19,no_signal,,clear
7,15,-374.53,1087.15,no_signal,,clear
7,15,-723.29,911.72,no_signal,,clear
7,15,-985.62,992.86,no_signal,,clear
7,15,-1090.86,1030.38,no_signal,,clear
7,15,-1142.08,1075.78,no_signal,,clear
7,15,-1688.08,145.37,direction,348.96,clear
7,16,0.0,0.0,no_signal,,sweep
7,16,961.27,-166.95,no_signal,,sweep
7,16,508.27,-848.27,no_signal,,sweep
7,16,-314.31,-931.09,no_signal,,sweep
7,16,-902.87,-372.0,no_signal,,sweep
7,16,-878.56,438.35,no_signal,,sweep
7,16,-234.57,967.4,no_signal,,sweep
7,16,0.0,1850.0,no_signal,,sweep
7,16,-925.0,1602.15,no_signal,,sweep
7,16,-1602.15,925.0,no_signal,,sweep
7,16,-1850.0,0.0,no_signal,,sweep
7,16,-1602.15,-925.0,no_signal,,sweep
7,16,-925.0,-1602.15,no_signal,,sweep
7,16,-0.0,-1850.0,no_signal,,sweep
7,16,925.0,-1602.15,no_signal,,sweep
7,16,1602.15,-925.0,no_signal,,sweep
7,16,1850.0,0.0,direction,111.58,sweep
7,16,1602.15,925.0,direction,152.26,sweep
7,16,856.23,898.93,no_signal,,sweep
7,16,925.0,1602.15,no_signal,,sweep
7,17,0.0,0.0,no_signal,,sweep
7,17,961.27,-166.95,no_signal,,sweep
7,17,508.27,-848.27,no_signal,,sweep
7,17,-314.31,-931.09,no_signal,,sweep
7,17,-902.87,-372.0,no_signal,,sweep
7,17,-878.56,438.35,no_signal,,sweep
7,17,-234.57,967.4,no_signal,,sweep
7,17,0.0,1850.0,no_signal,,sweep
7,17,-925.0,1602.15,no_signal,,sweep
7,17,-1602.15,925.0,no_signal,,sweep
7,17,-1850.0,0.0,no_signal,,sweep
7,17,-1602.15,-925.0,no_signal,,sweep
7,17,-925.0,-1602.15,no_signal,,sweep
7,17,-0.0,-1850.0,no_signal,,sweep
7,17,925.0,-1602.15,no_signal,,sweep
7,17,1602.15,-925.0,no_signal,,sweep
7,17,1850.0,0.0,no_signal,,sweep
7,17,1602.15,925.0,no_signal,,sweep
7,17,856.23,898.93,no_signal,,sweep
7,17,925.0,1602.15,no_signal,,sweep
7,18,0.0,0.0,no_signal,,sweep
7,18,961.27,-166.95,no_signal,,sweep
7,18,508.27,-848.27,no_signal,,sweep
7,18,-314.31,-931.09,no_signal,,sweep
7,18,-902.87,-372.0,direction,5.46,sweep
7,18,-878.56,438.35,direction,301.27,sweep
7,19,0.0,0.0,no_signal,,sweep
7,19,961.27,-166.95,no_signal,,sweep
7,19,508.27,-848.27,no_signal,,sweep
7,19,-314.31,-931.09,no_signal,,sweep
7,19,-902.87,-372.0,no_signal,,sweep
7,19,-878.56,438.35,direction,112.79,sweep
7,19,-234.57,967.4,direction,173.09,sweep
7,19,-925.0,1602.15,direction,247.96,sweep
7,20,0.0,0.0,direction,109.82,sweep
7,20,-878.56,438.35,no_signal,,sweep
7,20,-234.57,967.4,direction,139.52,sweep
7,20,0.0,1850.0,direction,244.06,sweep
8,1,0.0,0.0,direction,142.44,sweep
8,1,-902.87,-372.0,direction,97.36,sweep
8,1,-878.56,438.35,direction,118.04,sweep
8,1,-234.57,967.4,direction,190.53,sweep
8,2,0.0,0.0,direction,309.21,sweep
8,2,961.27,-166.95,direction,190.50,sweep
8,3,0.0,0.0,no_signal,,sweep
8,3,961.27,-166.95,no_signal,,sweep
8,3,508.27,-848.27,no_signal,,sweep
8,3,-314.31,-931.09,no_signal,,sweep
8,3,-902.87,-372.0,no_signal,,sweep
8,3,-878.56,438.35,no_signal,,sweep
8,3,-234.57,967.4,direction,272.88,sweep
8,3,890.68,1263.2,direction,211.93,clear
8,4,0.0,0.0,no_signal,,sweep
8,4,961.27,-166.95,no_signal,,sweep
8,4,508.27,-848.27,no_signal,,sweep
8,4,-314.31,-931.09,direction,190.95,sweep
8,4,-902.87,-372.0,direction,273.39,sweep
8,5,0.0,0.0,no_signal,,sweep
8,5,961.27,-166.95,direction,69.64,sweep
8,5,1850.0,0.0,direction,141.85,sweep
8,5,1602.15,925.0,direction,227.56,sweep
8,6,0.0,0.0,direction,245.88,sweep
8,6,508.27,-848.27,no_signal,,sweep
8,6,-314.31,-931.09,no_signal,,sweep
8,6,-902.87,-372.0,direction,327.89,sweep
8,7,0.0,0.0,no_signal,,sweep
8,7,961.27,-166.95,no_signal,,sweep
8,7,508.27,-848.27,no_signal,,sweep
8,7,-314.31,-931.09,no_signal,,sweep
8,7,-902.87,-372.0,no_signal,,sweep
8,7,-878.56,438.35,no_signal,,sweep
8,7,-234.57,967.4,no_signal,,sweep
8,7,0.0,1850.0,no_signal,,sweep
8,7,-925.0,1602.15,no_signal,,sweep
8,7,-1602.15,925.0,no_signal,,sweep
8,7,-1850.0,0.0,no_signal,,sweep
8,7,-1602.15,-925.0,no_signal,,sweep
8,7,-925.0,-1602.15,no_signal,,sweep
8,7,-0.0,-1850.0,no_signal,,sweep
8,7,925.0,-1602.15,no_signal,,sweep
8,7,1602.15,-925.0,no_signal,,sweep
8,7,1850.0,0.0,no_signal,,sweep
8,7,1602.15,925.0,no_signal,,sweep
8,7,856.23,898.93,no_signal,,sweep
8,7,925.0,1602.15,no_signal,,sweep
8,8,0.0,0.0,no_signal,,sweep
8,8,961.27,-166.95,no_signal,,sweep
8,8,508.27,-848.27,no_signal,,sweep
8,8,-314.31,-931.09,no_signal,,sweep
8,8,-902.87,-372.0,no_signal,,sweep
8,8,-878.56,438.35,no_signal,,sweep
8,8,-234.57,967.4,no_signal,,sweep
8,8,0.0,1850.0,no_signal,,sweep
8,8,-925.0,1602.15,no_signal,,sweep
8,8,-1602.15,925.0,no_signal,,sweep
8,8,-1850.0,0.0,no_signal,,sweep
8,8,-1602.15,-925.0,no_signal,,sweep
8,8,-925.0,-1602.15,no_signal,,sweep
8,8,-0.0,-1850.0,no_signal,,sweep
8,8,925.0,-1602.15,no_signal,,sweep
8,8,1602.15,-925.0,no_signal,,sweep
8,8,1850.0,0.0,no_signal,,sweep
8,8,1602.15,925.0,no_signal,,sweep
8,8,856.23,898.93,no_signal,,sweep
8,8,925.0,1602.15,no_signal,,sweep
8,9,0.0,0.0,no_signal,,sweep
8,9,961.27,-166.95,no_signal,,sweep
8,9,508.27,-848.27,no_signal,,sweep
8,9,-314.31,-931.09,no_signal,,sweep
8,9,-902.87,-372.0,direction,117.71,sweep
8,9,-878.56,438.35,direction,186.13,sweep
8,9,-1602.15,925.0,no_signal,,sweep
8,9,-1850.0,0.0,direction,35.05,sweep
8,10,0.0,0.0,no_signal,,sweep
8,10,961.27,-166.95,no_signal,,sweep
8,10,508.27,-848.27,no_signal,,sweep
8,10,-314.31,-931.09,no_signal,,sweep
8,10,-902.87,-372.0,no_signal,,sweep
8,10,-878.56,438.35,no_signal,,sweep
8,10,-234.57,967.4,direction,60.69,sweep
8,10,0.0,1850.0,direction,278.51,sweep
8,10,-925.0,1602.15,direction,352.70,sweep
8,11,0.0,0.0,no_signal,,sweep
8,11,961.27,-166.95,no_signal,,sweep
8,11,508.27,-848.27,no_signal,,sweep
8,11,-314.31,-931.09,no_signal,,sweep
8,11,-902.87,-372.0,no_signal,,sweep
8,11,-878.56,438.35,no_signal,,sweep
8,11,-234.57,967.4,no_signal,,sweep
8,11,0.0,1850.0,no_signal,,sweep
8,11,-925.0,1602.15,no_signal,,sweep
8,11,-1602.15,925.0,no_signal,,sweep
8,11,-1850.0,0.0,no_signal,,sweep
8,11,-1602.15,-925.0,no_signal,,sweep
8,11,-925.0,-1602.15,no_signal,,sweep
8,11,-0.0,-1850.0,no_signal,,sweep
8,11,925.0,-1602.15,no_signal,,sweep
8,11,1602.15,-925.0,no_signal,,sweep
8,11,1850.0,0.0,no_signal,,sweep
8,11,1602.15,925.0,no_signal,,sweep
8,11,856.23,898.93,no_signal,,sweep
8,11,925.0,1602.15,no_signal,,sweep
8,12,0.0,0.0,no_signal,,sweep
8,12,961.27,-166.95,no_signal,,sweep
8,12,508.27,-848.27,no_signal,,sweep
8,12,-314.31,-931.09,no_signal,,sweep
8,12,-902.87,-372.0,no_signal,,sweep
8,12,-878.56,438.35,no_signal,,sweep
8,12,-234.57,967.4,no_signal,,sweep
8,12,0.0,1850.0,no_signal,,sweep
8,12,-925.0,1602.15,no_signal,,sweep
8,12,-1602.15,925.0,no_signal,,sweep
8,12,-1850.0,0.0,no_signal,,sweep
8,12,-1602.15,-925.0,no_signal,,sweep
8,12,-925.0,-1602.15,no_signal,,sweep
8,12,-0.0,-1850.0,no_signal,,sweep
8,12,925.0,-1602.15,no_signal,,sweep
8,12,1602.15,-925.0,no_signal,,sweep
8,12,1850.0,0.0,no_signal,,sweep
8,12,1602.15,925.0,no_signal,,sweep
8,12,856.23,898.93,no_signal,,sweep
8,12,925.0,1602.15,no_signal,,sweep
8,13,0.0,0.0,direction,315.93,sweep
8,13,961.27,-166.95,direction,265.81,sweep
8,13,508.27,-848.27,direction,352.31,sweep
8,14,0.0,0.0,no_signal,,sweep
8,14,961.27,-166.95,no_signal,,sweep
8,14,508.27,-848.27,no_signal,,sweep
8,14,-314.31,-931.09,no_signal,,sweep
8,14,-902.87,-372.0,no_signal,,sweep
8,14,-878.56,438.35,no_signal,,sweep
8,14,-234.57,967.4,no_signal,,sweep
8,14,0.0,1850.0,no_signal,,sweep
8,14,-925.0,1602.15,no_signal,,sweep
8,14,-1602.15,925.0,no_signal,,sweep
8,14,-1850.0,0.0,no_signal,,sweep
8,14,-1602.15,-925.0,no_signal,,sweep
8,14,-925.0,-1602.15,no_signal,,sweep
8,14,-0.0,-1850.0,no_signal,,sweep
8,14,925.0,-1602.15,no_signal,,sweep
8,14,1602.15,-925.0,no_signal,,sweep
8,14,1850.0,0.0,no_signal,,sweep
8,14,1602.15,925.0,no_signal,,sweep
8,14,856.23,898.93,no_signal,,sweep
8,14,925.0,1602.15,no_signal,,sweep
8,15,0.0,0.0,no_signal,,sweep
8,15,961.27,-166.95,no_signal,,sweep
8,15,508.27,-848.27,no_signal,,sweep
8,15,-314.31,-931.09,no_signal,,sweep
8,15,-902.87,-372.0,no_signal,,sweep
8,15,-878.56,438.35,no_signal,,sweep
8,15,-234.57,967.4,no_signal,,sweep
8,15,0.0,1850.0,no_signal,,sweep
8,15,-925.0,1602.15,no_signal,,sweep
8,15,-1602.15,925.0,no_signal,,sweep
8,15,-1850.0,0.0,no_signal,,sweep
8,15,-1602.15,-925.0,no_signal,,sweep
8,15,-925.0,-1602.15,no_signal,,sweep
8,15,-0.0,-1850.0,no_signal,,sweep
8,15,925.0,-1602.15,no_signal,,sweep
8,15,1602.15,-925.0,no_signal,,sweep
8,15,1850.0,0.0,no_signal,,sweep
8,15,1602.15,925.0,no_signal,,sweep
8,15,856.23,898.93,no_signal,,sweep
8,15,925.0,1602.15,no_signal,,sweep
8,16,0.0,0.0,direction,352.41,sweep
8,16,961.27,-166.95,no_signal,,sweep
8,16,508.27,-848.27,direction,59.16,sweep
8,16,1602.15,-925.0,no_signal,,sweep
8,16,1850.0,0.0,no_signal,,sweep
8,16,856.23,898.93,direction,274.92,sweep
8,17,0.0,0.0,no_signal,,sweep
8,17,961.27,-166.95,no_signal,,sweep
8,17,508.27,-848.27,no_signal,,sweep
8,17,-314.31,-931.09,no_signal,,sweep
8,17,-902.87,-372.0,no_signal,,sweep
8,17,-878.56,438.35,no_signal,,sweep
8,17,-234.57,967.4,no_signal,,sweep
8,17,0.0,1850.0,no_signal,,sweep
8,17,-925.0,1602.15,no_signal,,sweep
8,17,-1602.15,925.0,no_signal,,sweep
8,17,-1850.0,0.0,no_signal,,sweep
8,17,-1602.15,-925.0,no_signal,,sweep
8,17,-925.0,-1602.15,no_signal,,sweep
8,17,-0.0,-1850.0,no_signal,,sweep
8,17,925.0,-1602.15,no_signal,,sweep
8,17,1602.15,-925.0,no_signal,,sweep
8,17,1850.0,0.0,no_signal,,sweep
8,17,1602.15,925.0,no_signal,,sweep
8,17,856.23,898.93,no_signal,,sweep
8,17,925.0,1602.15,no_signal,,sweep
8,18,0.0,0.0,no_signal,,sweep
8,18,961.27,-166.95,no_signal,,sweep
8,18,508.27,-848.27,no_signal,,sweep
8,18,-314.31,-931.09,no_signal,,sweep
8,18,-902.87,-372.0,no_signal,,sweep
8,18,-878.56,438.35,no_signal,,sweep
8,18,-234.57,967.4,no_signal,,sweep
8,18,0.0,1850.0,no_signal,,sweep
8,18,-925.0,1602.15,no_signal,,sweep
8,18,-1602.15,925.0,no_signal,,sweep
8,18,-1850.0,0.0,no_signal,,sweep
8,18,-1602.15,-925.0,no_signal,,sweep
8,18,-925.0,-1602.15,no_signal,,sweep
8,18,-0.0,-1850.0,no_signal,,sweep
8,18,925.0,-1602.15,no_signal,,sweep
8,18,1602.15,-925.0,no_signal,,sweep
8,18,1850.0,0.0,no_signal,,sweep
8,18,1602.15,925.0,direction,154.59,sweep
8,18,856.23,898.93,no_signal,,sweep
8,18,925.0,1602.15,direction,264.17,sweep
8,19,0.0,0.0,no_signal,,sweep
8,19,961.27,-166.95,no_signal,,sweep
8,19,508.27,-848.27,no_signal,,sweep
8,19,-314.31,-931.09,no_signal,,sweep
8,19,-902.87,-372.0,no_signal,,sweep
8,19,-878.56,438.35,no_signal,,sweep
8,19,-234.57,967.4,no_signal,,sweep
8,19,0.0,1850.0,no_signal,,sweep
8,19,-925.0,1602.15,no_signal,,sweep
8,19,-1602.15,925.0,no_signal,,sweep
8,19,-1850.0,0.0,no_signal,,sweep
8,19,-1602.15,-925.0,no_signal,,sweep
8,19,-925.0,-1602.15,no_signal,,sweep
8,19,-0.0,-1850.0,direction,72.21,sweep
8,19,925.0,-1602.15,direction,168.94,sweep
8,20,0.0,0.0,no_signal,,sweep
8,20,961.27,-166.95,no_signal,,sweep
8,20,508.27,-848.27,no_signal,,sweep
8,20,-314.31,-931.09,no_signal,,sweep
8,20,-902.87,-372.0,no_signal,,sweep
8,20,-878.56,438.35,no_signal,,sweep
8,20,-234.57,967.4,no_signal,,sweep
8,20,0.0,1850.0,no_signal,,sweep
8,20,-925.0,1602.15,no_signal,,sweep
